ID_C20        ID_spec        Survey           RA_spec                RA_C20                 Dec_spec               Dec_C20                K_C20                  K_diff                     i_C20                  i_diff                      z_spec                 z_C20                    Spec_QF                 Match_Flag              M_med                  M_16                   M_84                   SFR_med                    SFR_16                   SFR_84                   Age_med          Age_16           Age_84           NUV_abs                 u_abs                   r_abs                   V_abs                   J_abs                   chi-sqr_Lehare             Model_idx_Lephare     E(B-V)_Lephare          Overdensity_VMC             n_sigma                    sigma_5.0     sigma_4.5     sigma_4.0     sigma_3.5     sigma_3.0     sigma_2.5     sigma_2.0    
325693.0      L292565        DEIMOS10k        150.19970703125        150.1996307373047      1.731153964996338      1.7312140464782715     23.429100036621094     0.10911999642848969        25.83489990234375      0.6349400281906128          2.555999994277954      2.4972000122070312       2.0                     SINGLEMATCH             10.217700004577637     10.12030029296875      10.292799949645996     1.9058799743652344         1.817620038986206        1.9838299751281738       356008000.0      214035008.0      557040000.0      -19.226999282836914     -20.812000274658203     -21.864999771118164     -21.621000289916992     -22.72599983215332      4.514080047607422          8.0                   0.5                     -0.026896150228565258       -0.17724025800651266       -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
326736.0      423915         zCOSMOS          150.25108337402344     150.2509765625         1.7320070266723633     1.7319480180740356     23.79330062866211      -2.4646999835968018        24.479799270629883     -1.5288000106811523         2.3884999752044678     2.9470999240875244       0.10000000149011612     SINGLEMATCH             9.00216007232666       8.966690063476562      9.037619590759277      1.6916799545288086         1.6221799850463867       1.7651599645614624       50256500.0       46385400.0       54450600.0       -20.073999404907227     -20.65999984741211      -21.31100082397461      -21.35099983215332      -21.20199966430664      88.3113021850586           13.0                  0.20000000298023224     -0.0056977785873195816      0.033128359100938094       -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
330442.0      423952         zCOSMOS          149.73179626464844     149.73175048828125     1.735226035118103      1.7352060079574585     23.080299377441406     -0.8795599937438965        23.722299575805664     -1.4345999956130981         2.684299945831299      2.704200029373169        4.5                     SINGLEMATCH             9.751629829406738      9.670120239257812      9.818039894104004      1.9766900539398193         1.9086799621582031       2.058300018310547        144654000.0      104432000.0      172580992.0      -20.56100082397461      -22.12700080871582      -22.274999618530273     -22.211000442504883     -22.562999725341797     66.59770202636719          13.0                  0.20000000298023224     0.09989378727333137         1.0903038875659452         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
334045.0      400520         zCOSMOS          150.26376342773438     150.2637481689453      1.738157033920288      1.738157033920288      22.521099090576172     -99.0                      23.58880043029785      -99.0                       2.211400032043457      1.4062000513076782       0.10000000149011612     SINGLEMATCH             9.887459754943848      9.826040267944336      9.939379692077637      1.7967100143432617         1.7287100553512573       1.8669099807739258       171710000.0      132138000.0      315356992.0      -21.35099983215332      -22.150999069213867     -22.400999069213867     -22.360000610351562     -22.517000198364258     272.5450134277344          13.0                  0.20000000298023224     0.04220137667908689         0.5790936188181827         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
335400.0      400528         zCOSMOS          149.94834899902344     149.9483184814453      1.73859703540802       1.7385920286178589     20.64539909362793      5.8942999839782715         22.21929931640625      -99.0                       2.377000093460083      2.199199914932251        3.5                     SINGLEMATCH             10.746700286865234     10.693599700927734     10.80109977722168      2.700089931488037          2.6320300102233887       2.768090009689331        237671008.0      128012000.0      304008992.0      -22.768999099731445     -23.844999313354492     -24.440000534057617     -24.062999725341797     -24.670000076293945     153.89599609375            11.0                  0.30000001192092896     -0.017556338694825972       -0.10663751589801264       -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
335852.0      424007         zCOSMOS          149.7495880126953      149.74954223632812     1.7415310144424438     1.741502046585083      24.18199920654297      -99.0                      24.71269989013672      -99.0                       2.407399892807007      1.6402000188827515       20.100000381469727      SINGLEMATCH             9.33230972290039       9.24962043762207       9.419580459594727      0.892687976360321          0.8016719818115234       0.9898809790611267       395665984.0      298904992.0      651825984.0      -20.09600067138672      -21.368999481201172     -20.940000534057617     -21.138999938964844     -21.33099937438965      88.03880310058594          2.0                   0.0                     0.002530390315382946        0.13031554360503034        -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
335981.0      400574         zCOSMOS          150.14334106445312     150.143310546875       1.740494966506958      1.7404930591583252     22.885099411010742     -99.0                      23.441699981689453     -99.0                       2.7479000091552734     2.6768999099731445       2.5                     SINGLEMATCH             9.8720703125           9.794349670410156      9.931289672851562      2.097949981689453          2.029670000076294        2.1675500869750977       139644000.0      112938000.0      169006000.0      -21.959999084472656     -22.219999313354492     -22.506999969482422     -22.459999084472656     -22.829999923706055     35.4922981262207           11.0                  0.20000000298023224     0.14444775451361327         1.4659743562597365         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
336741.0      424021         zCOSMOS          149.74969482421875     149.74964904785156     1.7419790029525757     1.7419519424438477     23.342300415039062     4.1682000160217285         24.26409912109375      4.0706000328063965          2.282900094985962      1.432800054550171        0.10000000149011612     SINGLEMATCH             9.75232982635498       9.691169738769531      9.816570281982422      1.1542199850082397         0.983364999294281        1.2549200057983398       535153984.0      405943008.0      840110976.0      -20.847000122070312     -21.691999435424805     -21.670000076293945     -21.684999465942383     -21.839000701904297     197.04200744628906         2.0                   0.05000000074505806     0.015046110581965007        0.27589703983864977        -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
338768.0      400656         zCOSMOS          150.3323974609375      150.33236694335938     1.7437050342559814     1.7436879873275757     22.87150001525879      -1.8873000144958496        23.879100799560547     -1.0877000093460083         2.2388999462127686     2.425100088119507        2.5                     SINGLEMATCH             9.508620262145996      9.466079711914062      9.544770240783691      2.1903998851776123         2.1158699989318848       2.264930009841919        50570400.0       46477900.0       55023100.0       -21.062999725341797     -21.5                   -22.07900047302246      -21.805999755859375     -22.038999557495117     56.56010055541992          11.0                  0.30000001192092896     0.04607275629123802         0.6276139382446592         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
339984.0      424049         zCOSMOS          149.7735595703125      149.7735137939453      1.7450230121612549     1.7449979782104492     24.136999130249023     1.1920000314712524         24.510400772094727     -0.723110020160675          2.5090999603271484     2.526700019836426        9.5                     SINGLEMATCH             9.07761001586914       9.026820182800293      9.174610137939453      1.6287399530410767         1.1691299676895142       1.7452000379562378       54395300.0       47575100.0       135848992.0      -20.665000915527344     -21.023000717163086     -21.06399917602539      -21.04199981689453      -21.135000228881836     31.901399612426758         11.0                  0.20000000298023224     0.14516906354230474         1.7279011973232663         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
340579.0      400569         zCOSMOS          150.28622436523438     150.28619384765625     1.7411580085754395     1.7411400079727173     20.218000411987305     -2.3429999351501465        22.50079917907715      -3.871000051498413          2.243299961090088      1.9903000593185425       3.5                     SINGLEMATCH             11.15410041809082      11.114899635314941     11.190799713134766     2.496809959411621          2.426909923553467        2.566970109939575        360512000.0      327636992.0      397340000.0      -22.420000076293945     -23.73200035095215      -24.70599937438965      -24.37299919128418      -24.913999557495117     96.74079895019531          2.0                   0.30000001192092896     0.06800014150885376         0.8775607275199145         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
340752.0      424059         zCOSMOS          150.09056091308594     150.09051513671875     1.746080994606018      1.7460739612579346     23.53569984436035      0.25701001286506653        24.40519905090332      0.44273999333381653         2.22979998588562       2.515199899673462        3.5                     SINGLEMATCH             9.372099876403809      9.312829971313477      9.449179649353027      1.4895399808883667         1.4105600118637085       1.5932999849319458       107384000.0      89945296.0       175971008.0      -20.562999725341797     -20.937000274658203     -21.4060001373291       -21.388999938964844     -21.67099952697754      26.03339958190918          4.0                   0.20000000298023224     -0.01692366961562875        -0.08555772462281135       -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
342053.0      400731         zCOSMOS          149.92909240722656     149.92906188964844     1.7474459409713745     1.7474520206451416     23.25819969177246      -99.0                      24.154600143432617     -0.7829899787902832         2.232800006866455      1.4559999704360962       0.10000000149011612     SINGLEMATCH             9.776439666748047      9.716019630432129      9.837470054626465      1.1988199949264526         1.1302299499511719       1.2677299976348877       539641984.0      441076000.0      836020992.0      -20.82699966430664      -21.322999954223633     -21.698999404907227     -21.625999450683594     -21.93899917602539      133.32200622558594         9.0                   0.10000000149011612     -0.18174205574407717        -1.9511247666064993        -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
343105.0      424087         zCOSMOS          150.05783081054688     150.0577850341797      1.7485339641571045     1.7485300302505493     23.837799072265625     2.7132999897003174         24.7810001373291       2.5834999084472656          2.3408000469207764     1.7470999956130981       0.10000000149011612     SINGLEMATCH             9.50706958770752       9.420860290527344      9.592220306396484      0.9641519784927368         0.8139500021934509       1.0567400455474854       547136000.0      349940992.0      867924992.0      -20.19099998474121      -21.013999938964844     -21.224000930786133     -21.02899932861328      -21.358999252319336     42.75149917602539          8.0                   0.10000000149011612     -0.07113358996839268        -0.7355624370341284        -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
345894.0      416586         zCOSMOS          149.9766845703125      149.97666931152344     1.7507139444351196     1.7507230043411255     23.412799835205078     -99.0                      23.83329963684082      -1.2230000495910645         2.4121999740600586     1.4000999927520752       0.10000000149011612     SINGLEMATCH             9.578689575195312      9.510270118713379      9.639909744262695      1.2225099802017212         1.1397299766540527       1.2950700521469116       332888000.0      259388000.0      565614016.0      -21.05699920654297      -22.099000930786133     -21.71299934387207      -22.003000259399414     -21.770999908447266     184.50900268554688         13.0                  0.05000000074505806     -0.05074155436956055        -0.49241219767151373       -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
345955.0      400770         zCOSMOS          150.4632110595703      150.46316528320312     1.7506489753723145     1.750627040863037      22.118799209594727     -3.0831000804901123        24.330799102783203     -1.15339994430542           2.558000087738037      1.743399977684021        0.10000000149011612     SINGLEMATCH             10.52180004119873      10.462200164794922     10.5802001953125       1.9988900423049927         1.9300899505615234       2.0676701068878174       500156000.0      414847008.0      815948032.0      -21.010000228881836     -22.847999572753906     -23.14900016784668      -23.003999710083008     -23.450000762939453     171.32699584960938         5.0                   0.30000001192092896     -0.007717935491164511       0.029812795388427803       -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
346841.0      424117         zCOSMOS          149.9202117919922      149.92018127441406     1.7511789798736572     1.7511769533157349     22.659700393676758     -2.9514000415802           23.60610008239746      -2.7664999961853027         2.390199899673462      2.3440001010894775       3.5                     SINGLEMATCH             10.128100395202637     10.073100090026855     10.180299758911133     1.249940037727356          1.1499099731445312       1.3404500484466553       1304290048.0     1007070016.0     1938819968.0     -21.381000518798828     -21.950000762939453     -22.44499969482422      -22.249000549316406     -22.701000213623047     27.008499145507812         11.0                  0.05000000074505806     0.07908109822280388         1.028525107138228          -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
347466.0      400826         zCOSMOS          149.9893341064453      149.9893341064453      1.7527929544448853     1.7527990341186523     22.91160011291504      -99.0                      23.853300094604492     -2.4658000469207764         2.370699882507324      1.419600009918213        0.10000000149011612     SINGLEMATCH             9.965180397033691      9.88148021697998       10.029800415039062     1.3024200201034546         1.1485899686813354       1.398110032081604        596889024.0      428937984.0      901649984.0      -21.016000747680664     -22.24799919128418      -22.177000045776367     -22.125999450683594     -22.16699981689453      249.6909942626953          2.0                   0.05000000074505806     0.03696616564238603         0.5343919483966372         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
348578.0      424148         zCOSMOS          150.1484375            150.1483917236328      1.7538739442825317     1.7538620233535767     24.006200790405273     -0.20498999953269958       24.680500030517578     -99.0                       2.778700113296509      2.578900098800659        9.5                     SINGLEMATCH             9.726949691772461      9.627690315246582      9.81173038482666       1.0772299766540527         0.9572780132293701       1.2363500595092773       670998976.0      386038016.0      926025984.0      -20.861000061035156     -21.114999771118164     -21.391000747680664     -21.365999221801758     -21.750999450683594     25.845199584960938         2.0                   0.05000000074505806     0.041058022408371815        0.5015821349935242         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
348778.0      400814         zCOSMOS          150.08428955078125     150.08425903320312     1.7529189586639404     1.7529079914093018     22.011699676513672     -2.4879000186920166        23.085899353027344     -3.0905001163482666         2.477799892425537      2.5267999172210693       4.5                     SINGLEMATCH             10.218500137329102     10.159299850463867     10.273799896240234     2.099289894104004          2.031140089035034        2.167910099029541        177112000.0      143118000.0      327880992.0      -21.95599937438965      -22.76300048828125      -23.172000885009766     -23.0939998626709       -23.631000518798828     83.36009979248047          13.0                  0.20000000298023224     0.08578840634858924         1.0816364166349217         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
351438.0      400906         zCOSMOS          150.22048950195312     150.220458984375       1.7564820051193237     1.7564820051193237     22.84079933166504      -2.956700086593628         23.980600357055664     -1.9426000118255615         2.358299970626831      2.3991000652313232       2.5                     SINGLEMATCH             9.65330982208252       9.583550453186035      9.752860069274902      1.726430058479309          1.6422899961471558       1.7997900247573853       142191008.0      94552704.0       197408992.0      -21.118999481201172     -21.856000900268555     -22.23200035095215      -22.05900001525879      -22.20199966430664      43.758201599121094         12.0                  0.20000000298023224     0.2536056548855156          3.0816048768595583         -99.0         -99.0         -99.0         -99.0         102.0         83.0          60.0         
351711.0      400923         zCOSMOS          150.338623046875       150.3385772705078      1.7572280168533325     1.7572170495986938     22.774900436401367     -1.1875                    24.515499114990234     0.620639979839325           2.3661999702453613     2.5134999752044678       3.5                     SINGLEMATCH             9.994150161743164      9.92179012298584       10.073399543762207     1.8393399715423584         1.730180025100708        1.928629994392395        260686000.0      164876992.0      378492000.0      -20.260000228881836     -21.410999298095703     -22.29800033569336      -22.208999633789062     -22.542999267578125     14.804200172424316         11.0                  0.30000001192092896     -0.015510635562022871       -0.08276652066549635       -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
353681.0      400940         zCOSMOS          149.8046112060547      149.80458068847656     1.7581369876861572     1.7581130266189575     21.59830093383789      -99.0                      23.838600158691406     1.1647000312805176          2.612499952316284      2.329400062561035        14.5                    SINGLEMATCH             11.052399635314941     11.016300201416016     11.087400436401367     1.8046300411224365         1.7334699630737305       1.87267005443573         2225299968.0     2056009984.0     2416169984.0     -21.381999969482422     -22.999000549316406     -23.735000610351562     -23.55299949645996      -24.759000778198242     130.74200439453125         10.0                  0.20000000298023224     0.14028885753901474         1.5579731542219029         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
355158.0      510331039      VUDS             150.11688232421875     150.11688232421875     1.7605090141296387     1.7604880332946777     24.711999893188477     -99.0                      24.62700080871582      -0.022004999220371246       2.5899999141693115     2.580699920654297        3.0                     SINGLEMATCH             8.993300437927246      8.913979530334473      9.075969696044922      1.2470699548721313         1.0257500410079956       1.3539400100708008       121917000.0      90537000.0       169095008.0      -20.416000366210938     -21.16900062561035      -20.538000106811523     -20.551000595092773     -20.589000701904297     36.86759948730469          10.0                  0.10000000149011612     0.1407269127083634          1.5907176449594096         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
355301.0      510331399      VUDS             150.06881713867188     150.06878662109375     1.7589479684829712     1.7589360475540161     21.97260093688965      -0.4764400124549866        23.054000854492188     -0.5889599919319153         2.2193000316619873     2.493299961090088        3.0                     SINGLEMATCH             9.50510025024414       9.467630386352539      9.542559623718262      2.1402499675750732         2.041949987411499        2.23009991645813         50688600.0       46512700.0       55239500.0       -21.89299964904785      -22.547000885009766     -22.975000381469727     -22.812000274658203     -22.214000701904297     267.6199951171875          13.0                  0.20000000298023224     0.16889960380795224         2.0046469712531163         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
355619.0      510356127      VUDS             150.04844665527344     150.04844665527344     1.760293960571289      1.7602870464324951     23.907100677490234     -0.09790600091218948       23.987199783325195     -0.014820000156760216       2.2829999923706055     1.7776999473571777       2.0                     SINGLEMATCH             9.195619583129883      9.100890159606934      9.266639709472656      1.2138099670410156         1.1342600584030151       1.2950999736785889       130297000.0      97911400.0       233088992.0      -21.07900047302246      -21.229000091552734     -21.11400032043457      -20.933000564575195     -21.239999771118164     77.63040161132812          4.0                   0.05000000074505806     0.034613923965117366        0.5022904765972712         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
355903.0      424227         zCOSMOS          150.00753784179688     150.0075225830078      1.7612810134887695     1.7613049745559692     24.31279945373535      1.3686000108718872         24.418500900268555     -0.28238001465797424        2.7995998859405518     2.79830002784729         2.5                     SINGLEMATCH             9.201780319213867      9.15939998626709       9.32528018951416       1.787410020828247          1.7192699909210205       1.8633999824523926       50901200.0       46575000.0       55629300.0       -21.035999298095703     -21.750999450683594     -21.100000381469727     -21.077999114990234     -21.274999618530273     41.07440185546875          10.0                  0.20000000298023224     0.10450058488807347         1.0748232172758285         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
356399.0      510027995      VUDS             149.92994689941406     149.9298858642578      1.762073040008545      1.7619229555130005     24.721399307250977     -99.0                      25.250999450683594     -99.0                       2.6668999195098877     0.6654999852180481       2.0                     SINGLEMATCH             8.553150177001953      8.4166898727417        8.675729751586914      0.610522985458374          0.4519810080528259       0.8478450179100037       155050000.0      55788100.0       292808000.0      -20.663999557495117     -20.61400032043457      -20.56999969482422      -20.604000091552734     -19.183000564575195     56.162601470947266         11.0                  0.10000000149011612     0.1203142547091645          1.3035688288512897         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
357444.0      5100305717     VUDS             150.35113525390625     150.35110473632812     1.7630870342254639     1.7630620002746582     24.47960090637207      -99.0                      24.9158992767334       -0.2581300139427185         2.517400026321411      2.858799934387207        9.0                     SINGLEMATCH             8.951789855957031      8.786330223083496      9.135149955749512      1.3936899900436401         1.2839800119400024       1.5054899454116821       55057600.0       47759700.0       143376000.0      -20.323999404907227     -21.0049991607666       -20.73200035095215      -20.700000762939453     -20.687999725341797     38.23659896850586          12.0                  0.20000000298023224     0.16307512566786356         1.9196843390647236         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
358135.0      510028255      VUDS             150.1228790283203      150.1228485107422      1.7628870010375977     1.7628209590911865     25.173599243164062     100.0                      25.149700164794922     -0.29530999064445496        2.544600009918213      2.550100088119507        3.0                     MULTIMATCH-Q3.8-PZI     8.572970390319824      8.525139808654785      8.67708969116211       0.9702460169792175         0.8498449921607971       1.198989987373352        52989500.0       47178100.0       110601000.0      -20.386999130249023     -20.445999145507812     -20.33099937438965      -20.364999771118164     -20.357999801635742     21.13990020751953          10.0                  0.10000000149011612     -0.08377191978732605        -0.7997379408972776        -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
358872.0      5100330540     VUDS             150.21153259277344     150.21153259277344     1.7640340328216553     1.7640299797058105     23.588300704956055     0.24230000376701355        24.540300369262695     -0.03372399881482124        2.232100009918213      2.308799982070923        3.0                     SINGLEMATCH             9.310199737548828      9.13782024383545       9.396860122680664      1.4658700227737427         1.3926299810409546       1.551550030708313        110954000.0      53098600.0       175048000.0      -20.48200035095215      -20.975000381469727     -21.367000579833984     -21.28700065612793      -21.423999786376953     21.830299377441406         5.0                   0.20000000298023224     0.10209027546637639         1.2594683956783712         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
359650.0      401071         zCOSMOS          150.14425659179688     150.1442108154297      1.764765977859497      1.7647589445114136     23.662799835205078     3.9858999252319336         24.431299209594727     3.580199956893921           2.408600091934204      1.9255000352859497       0.10000000149011612     SINGLEMATCH             9.793319702148438      9.72424030303955       9.851829528808594      1.0100200176239014         0.9319900274276733       1.0836600065231323       915550976.0      659001984.0      1215750016.0     -20.16200065612793      -21.490999221801758     -21.45800018310547      -21.406999588012695     -21.889999389648438     39.341800689697266         4.0                   0.05000000074505806     -0.059902872545251805       -0.6004264615992315        -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
360701.0      510330429      VUDS             150.125                150.12496948242188     1.7654680013656616     1.765455961227417      23.050199508666992     -0.17284999787807465       24.038799285888672     -0.019236000254750252       2.555999994277954      2.5666000843048096       4.0                     SINGLEMATCH             9.602519989013672      9.56680965423584       9.638230323791504      2.2951300144195557         2.2268099784851074       2.3663699626922607       50308600.0       46400800.0       54545500.0       -21.076000213623047     -21.964000701904297     -22.201000213623047     -22.121999740600586     -22.395000457763672     34.25090026855469          10.0                  0.30000001192092896     0.0717729484365266          0.886021663283591          -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
361012.0      510355177      VUDS             149.89830017089844     149.8982696533203      1.7650890350341797     1.7650460004806519     23.46139907836914      -0.47064000368118286       24.441099166870117     -0.24993999302387238        2.670099973678589      2.6533000469207764       2.0                     SINGLEMATCH             9.739749908447266      9.681909561157227      9.88329029083252       2.0705199241638184         2.001960039138794        2.1547799110412598       55563800.0       47899800.0       145088992.0      -20.826000213623047     -21.577999114990234     -21.910999298095703     -21.792999267578125     -22.9060001373291       19.93670082092285          2.0                   0.30000001192092896     0.09246028587996655         1.0266238190418413         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0         -99.0        
